PlaceID,Year,LandPrice
1387,1992,573.6134179719251
1387,1993,570.5499225872367
1387,1994,566.7638977603265
1387,1995,564.3586624024781
1387,1996,558.2576603222072
1387,1997,550.3588486924012
1387,1998,541.0042843349664
1387,1999,528.0202085034765
1387,2000,513.740250473033
1387,2001,491.21619264394616
1387,2002,465.3610724305665
1387,2003,446.7015557589995
1387,2004,411.97509679954044
1387,2005,389.40570163533096
1387,2006,379.93124788078126
1387,2007,366.70970490873174
1387,2008,364.6899314257124
1387,2009,356.558265606944
1387,2010,343.39501279003446
1387,2011,339.8201704444744
1387,2012,333.2267147018514
1387,2013,332.74626493260655
1419,1992,207.4577287363776
1419,1993,206.72566496114825
1419,1994,207.73381240837824
1419,1995,209.0921604224007
1419,1996,210.67509529862215
1419,1997,209.55193604599575
1419,1998,208.92472286554093
1419,1999,208.22912884064567
1419,2000,206.5783781998341
1419,2001,203.53591261455915
1419,2002,199.57073328461638
1419,2003,192.90692084792502
1419,2004,187.45848565595247
1419,2005,181.44639886350086
1419,2006,176.33397017142966
1419,2007,170.80012350465415
1419,2008,167.94532239908725
1419,2009,164.07811696384937
1419,2010,159.5682566332953
1419,2011,157.88826067066844
1419,2012,155.13368845526912
1419,2013,153.47543077916603
1451,1992,364.105360530271
1451,1993,367.24395356765126
1451,1994,368.8846503964169
1451,1995,372.24493986711525
1451,1996,372.2852078919306
1451,1997,369.26838804499573
1451,1998,367.2395202512955
1451,1999,363.31139113126255
1451,2000,357.51012792771456
1451,2001,345.380673330437
1451,2002,333.4459183119066
1451,2003,318.65415722726016
1451,2004,293.48008931424397
1451,2005,277.44529353239824
1451,2006,264.09556368962666
1451,2007,255.599182978914
1451,2008,249.64508558376713
1451,2009,243.27979058567078
1451,2010,234.44438396428902
1451,2011,229.88592973159697
1451,2012,226.79929974321675
1451,2013,224.49264214573236
1483,1992,282.6859534913939
1483,1993,286.3661355972544
1483,1994,285.2454481474035
1483,1995,290.39552949816544
1483,1996,291.1917577752366
1483,1997,287.0810676216218
1483,1998,288.6688146566728
1483,1999,286.7160596289286
1483,2000,286.093017453621
1483,2001,280.0761043558771
1483,2002,270.76149292129213
1483,2003,261.91406111863654
1483,2004,249.49693584403448
1483,2005,239.694258129015
1483,2006,230.26931464158037
1483,2007,224.3603288573504
1483,2008,220.33406086312104
1483,2009,215.09455250680546
1483,2010,207.11033832467461
1483,2011,201.65368315396466
1483,2012,199.27689344413346
1483,2013,197.8246750720775
1515,1992,944.5738633499218
1515,1993,942.176056370529
1515,1994,931.0233407982555
1515,1995,912.4058605543067
1515,1996,888.0097029286945
1515,1997,868.6769200112893
1515,1998,855.2423926043898
1515,1999,818.641655563338
1515,2000,777.6503355634944
1515,2001,730.5274896122947
1515,2002,680.0228872917872
1515,2003,635.8914777893169
1515,2004,594.6274089485821
1515,2005,564.3394922519403
1515,2006,548.3393392977534
1515,2007,537.8216647430924
1515,2008,535.9855825883403
1515,2009,529.1630904282458
1515,2010,517.6461187675799
1515,2011,513.2110189023468
1515,2012,511.242998055923
1515,2013,507.19041087730307
1579,1992,934.0758108970292
1579,1993,927.4550022579451
1579,1994,912.3262574062483
1579,1995,896.53497483451
1579,1996,874.7028582462578
1579,1997,859.239950644103
1579,1998,838.7687314688237
1579,1999,818.5106350326255
