PlaceID,Year,LandPrice
1387,1992,620.912087036483
1387,1993,637.707730475719
1387,1994,603.7795670311966
1387,1995,600.2766926371837
1387,1996,595.5977544755829
1387,1997,579.0292239755585
1387,1998,579.1928276166573
1387,1999,558.5813147966091
1387,2000,533.703886693333
1387,2001,511.7776491702929
1387,2002,485.35462601949985
1387,2003,443.0046649795582
1387,2004,410.4478716751761
1387,2005,385.6352558628601
1387,2006,373.3667267089861
1387,2007,365.27351869220604
1387,2008,359.27526033338415
1387,2009,348.8008462047764
1387,2010,336.3843003370761
1387,2011,326.6115710299926
1387,2012,319.9967781334067
1387,2013,317.93813091940655
1419,1992,204.6503171113104
1419,1993,202.1403805079691
1419,1994,200.33705345307473
1419,1995,203.19834214168534
1419,1996,204.02505939949188
1419,1997,203.84601671898216
1419,1998,197.98014672723366
1419,1999,198.33083873588618
1419,2000,193.97617782322646
1419,2001,191.9349327083358
1419,2002,190.88247876006864
1419,2003,188.44351070236712
1419,2004,180.99486707764083
1419,2005,175.49609123034548
1419,2006,169.22402490922087
1419,2007,163.85950464406693
1419,2008,159.83387378819515
1419,2009,152.67903197951904
1419,2010,147.2685587640014
1419,2011,142.73538819124687
1419,2012,139.0148687005269
1419,2013,138.45074833032913
1451,1992,381.2475416806659
1451,1993,390.2389987530541
1451,1994,391.6953405336593
1451,1995,394.6916956227665
1451,1996,396.57764609860476
1451,1997,392.85815767727917
1451,1998,390.2534463808457
1451,1999,383.8803969752114
1451,2000,376.6429080479586
1451,2001,364.50502619297293
1451,2002,352.1381151723795
1451,2003,326.45890350982296
1451,2004,306.85952908109425
1451,2005,283.99121355070577
1451,2006,270.3418976934095
1451,2007,259.90449082559655
1451,2008,249.6395159106559
1451,2009,241.6594752866866
1451,2010,231.74755097006266
1451,2011,221.20971194216804
1451,2012,216.66925856790283
1451,2013,213.7613684604178
1483,1992,310.5675893058058
1483,1993,314.0932400540978
1483,1994,316.22267196791773
1483,1995,324.040142620644
1483,1996,322.4550140706735
1483,1997,317.0858299124105
1483,1998,318.18237181236
1483,1999,314.80731595343434
1483,2000,311.67949880341007
1483,2001,304.834305413626
1483,2002,294.83897776528977
1483,2003,279.69384086986986
1483,2004,262.4529063734276
1483,2005,247.20495252166296
1483,2006,236.61152428901175
1483,2007,226.6310984869303
1483,2008,218.19468768991965
1483,2009,212.29021849737734
1483,2010,203.4637963296744
1483,2011,194.2513572866212
1483,2012,189.16055995749645
1483,2013,186.38139165986917
1515,1992,979.8210544838269
1515,1993,981.0058689850352
1515,1994,932.7864308928844
1515,1995,898.8349196950825
1515,1996,870.112519607071
1515,1997,836.6496927761724
1515,1998,835.073036607192
1515,1999,792.5081889790354
1515,2000,751.8536317576836
1515,2001,700.785954293894
1515,2002,659.0454630252141
1515,2003,613.3303981713063
1515,2004,580.2052453450628
1515,2005,553.7623703699874
1515,2006,544.1143891856997
1515,2007,533.9264693208327
1515,2008,523.3568301126137
1515,2009,505.86655232839365
1515,2010,484.88383145010823
1515,2011,474.33102554064726
1515,2012,466.7525242333709
1515,2013,464.5662378828525
1579,1992,945.033210686772
1579,1993,904.0127234684085
1579,1994,886.919719391768
1579,1995,877.9137538968602
1579,1996,852.2494354762247
1579,1997,837.1996939872797
1579,1998,821.7617447823096
1579,1999,782.5421299573134
1579,2000,744.0848871112532
1579,2001,708.571734223098
1579,2002,654.9013859359122
1579,2003,609.9862578595503
1579,2004,583.6325339032663
1579,2005,552.086805545612
1579,2006,539.0632741132445
1579,2007,530.7841801954937
1579,2008,523.106213887967
1579,2009,507.56892430610367
1579,2010,487.4596743069676
1579,2011,478.4206737461322
1579,2012,468.3751547074159
1579,2013,466.13429016230856
1643,1992,591.7875525949066
1643,1993,575.5304589831361
1643,1994,561.4678535957823
1643,1995,562.4145788441953
1643,1996,547.9667259310207
1643,1997,546.2026514375021
1643,1998,532.7322990985385
1643,1999,516.1487230616198
1643,2000,491.74658453621225
1643,2001,469.9949358547995
1643,2002,451.7511237158879
1643,2003,423.7556541607349
1643,2004,405.1067975018186
1643,2005,384.66756861099094
1643,2006,375.5095161682548
1643,2007,371.13055437127935
1643,2008,366.82616422657907
1643,2009,354.5545636216808
1643,2010,338.15658818021706
1643,2011,331.86886635438094
1643,2012,320.50355777548134
1643,2013,319.3535534359109
12,1992,375.6433228258923
12,1993,376.973655714909
12,1994,375.15103721485457
12,1995,380.77490591540555
12,1996,380.8787466239464
12,1997,379.8674308536373
12,1998,377.07107744723476
12,1999,378.6089741723688
12,2000,366.6972769399139
12,2001,355.67308763782523
12,2002,343.8602813141912
12,2003,321.21484455549194
12,2004,303.27891304641867
12,2005,281.86949096652734
12,2006,271.03042233968745
12,2007,263.1104081288301
12,2008,253.74890975284978
12,2009,242.3078544381854
12,2010,229.54454748505182
12,2011,220.94707231893022
12,2012,214.64466934498492
12,2013,213.04592513617547
778,1992,1821.799464541167
778,1993,1779.3903016502295
778,1994,1638.015674399071
778,1995,1585.925964454459
778,1996,1512.9417643379174
778,1997,1439.000116184323
778,1998,1412.0811411537054
778,1999,1264.6257990130684
778,2000,1186.9131188790334
778,2001,1070.7490740063226
