PlaceID,Year,LandPrice
1387,1992,536.7442685947635
1387,1993,533.8153732114811
1387,1994,538.362196186077
1387,1995,532.4006997030982
1387,1996,525.826071639336
1387,1997,513.1502275035032
1387,1998,480.22166488096076
1387,1999,461.09282279673823
1387,2000,440.05406665429376
1387,2001,422.9464716395176
1387,2002,403.9722348613697
1387,2003,385.0208250170012
1387,2004,361.64831346160406
1387,2005,351.7144380092717
1387,2006,335.3994641738303
1387,2007,321.038645993494
1387,2008,327.02411537280324
1387,2009,318.625874669718
1387,2010,307.38757579004397
1387,2011,307.72615841243476
1387,2012,298.3670957092192
1387,2013,289.1402661716878
1419,1992,200.5903582481065
1419,1993,197.90347326497158
1419,1994,201.26157661535953
1419,1995,206.95486225043632
1419,1996,206.66079563543428
1419,1997,207.25874189681247
1419,1998,205.45289708385462
1419,1999,205.01931747408815
1419,2000,200.73813756254648
1419,2001,196.18960770988977
1419,2002,191.28455104445203
1419,2003,183.0767661510793
1419,2004,177.80538215927507
1419,2005,171.16579290114032
1419,2006,168.26865167171425
1419,2007,164.88279815903857
1419,2008,162.55131374472106
1419,2009,162.13477060862286
1419,2010,162.67873269422776
1419,2011,158.0869301553343
1419,2012,156.29342453323852
1419,2013,149.1013649220671
1451,1992,341.39011465928274
1451,1993,358.7271549264076
1451,1994,360.5005679476373
1451,1995,374.59252554118996
1451,1996,372.8902121518314
1451,1997,370.0155048173699
1451,1998,356.91908074100365
1451,1999,346.79638388582214
1451,2000,333.3937835815567
1451,2001,322.5482366193003
1451,2002,307.2756950513574
1451,2003,291.3148712652191
1451,2004,272.933658026391
1451,2005,258.493248892992
1451,2006,246.74373714012464
1451,2007,240.70107581509902
1451,2008,235.72047823802924
1451,2009,235.1750389187876
1451,2010,229.17411863054588
1451,2011,223.28659182727074
1451,2012,219.25823972259118
1451,2013,208.34897590284697
1483,1992,244.63519585046325
1483,1993,252.33280716327448
1483,1994,266.07657310421644
1483,1995,284.1184553884927
1483,1996,286.94723592426715
1483,1997,284.2398725121485
1483,1998,286.2003846764148
1483,1999,282.98183312245874
1483,2000,279.5461700473863
1483,2001,277.09904784580436
1483,2002,271.8943652701965
1483,2003,261.72384693854696
1483,2004,250.69451908927402
1483,2005,241.7099020625834
1483,2006,230.6704981300735
1483,2007,221.24484586671684
1483,2008,219.54597130521057
1483,2009,217.53901150306308
1483,2010,211.02446689907217
1483,2011,204.5465104980266
1483,2012,201.20874766539902
1483,2013,189.98616770451088
1515,1992,761.794002412172
1515,1993,753.9620552118804
1515,1994,751.9970209935095
1515,1995,752.1478576070892
1515,1996,731.4960632717747
1515,1997,725.5199010602206
1515,1998,712.8525067939948
1515,1999,683.4904041712356
1515,2000,646.3403303799929
1515,2001,610.0519721668431
1515,2002,573.6174081889645
1515,2003,529.7642867882124
1515,2004,506.77383287746596
1515,2005,485.3487177985348
1515,2006,469.11650547961233
1515,2007,468.23750424066066
1515,2008,465.8819660244963
1515,2009,463.0028893604133
1515,2010,454.5906725838224
1515,2011,446.5916361028536
1515,2012,450.8957311230399
1515,2013,442.82258288186335
1579,1992,872.6226638808305
1579,1993,882.8056944293686
1579,1994,869.9492347514735
1579,1995,853.2562978858565
1579,1996,842.6709011503659
1579,1997,812.4091232678797
1579,1998,787.9314541570607
1579,1999,764.4538738429735
1579,2000,726.5735084154301
1579,2001,695.9139947280567
1579,2002,658.8657673190348
1579,2003,623.0017235551521
1579,2004,584.6290562258325
1579,2005,557.9669608944232
1579,2006,539.8604526477342
1579,2007,523.1439365278742
1579,2008,529.9928316561912
1579,2009,520.5387504187765
1579,2010,514.5815901503579
1579,2011,506.9139785119926
1579,2012,499.5544114440512
1579,2013,491.8715342618477
1643,1992,536.8759465741748
1643,1993,540.3539902088254
1643,1994,541.6519319820461
1643,1995,531.9495002102213
1643,1996,518.0534985906536
1643,1997,507.7834715748919
1643,1998,492.29382687134347
1643,1999,480.49364023129067
1643,2000,461.15482173182284
1643,2001,443.02797996542813
1643,2002,424.0060878899059
1643,2003,399.62541604392135
1643,2004,376.78143458361654
1643,2005,356.5402033075607
1643,2006,346.56237624685264
1643,2007,334.1283185659933
1643,2008,331.94639501819904
1643,2009,333.51925509369505
1643,2010,322.1042793681462
1643,2011,317.2960010126896
1643,2012,315.49453886616516
1643,2013,305.2006037935159
12,1992,415.6168772783937
12,1993,409.2777123675193
12,1994,415.965034797072
12,1995,420.68468099520146
12,1996,416.14467434653284
12,1997,412.0124415512478
12,1998,404.86671267076974
12,1999,394.0162752485791
12,2000,385.9435579680282
12,2001,374.1255467597746
12,2002,362.8118033611232
12,2003,346.00086757468347
12,2004,331.68828036307997
12,2005,317.1630364553683
12,2006,305.6679208071825
12,2007,297.78917473704
12,2008,301.3342005112076
12,2009,293.5731844434065
12,2010,287.482717910176
12,2011,282.0483408005138
12,2012,275.27059061561744
12,2013,265.4305582083469
778,1992,1719.964212277917
778,1993,1623.0710853164296
778,1994,1497.9827924260721
778,1995,1384.1868062186802
778,1996,1304.0621598342887
778,1997,1253.209230921468
778,1998,1191.6544587455369
778,1999,1114.912635426735
778,2000,1040.2618474630083
778,2001,971.9422602470773
778,2002,899.4551049975387
778,2003,833.5022344084678
778,2004,763.3579094818568
778,2005,724.9503549363486
778,2006,712.2746485288983
778,2007,706.4698373480801
778,2008,702.517534925797
778,2009,690.6510701957548
778,2010,680.8082554523169
778,2011,664.1670468011662
778,2012,661.8497738334
778,2013,651.784879109624
746,1992,919.7796799903267
746,1993,908.5877537185734
746,1994,874.1473725495073
746,1995,844.4229944223249
746,1996,818.8471778819054
746,1997,796.1540311978684
746,1998,781.7073219485014
746,1999,753.5144948831776
746,2000,736.9347884832694
746,2001,712.1544854846456
746,2002,679.3874008977239
746,2003,636.810616978556
746,2004,598.4327705446092
746,2005,577.7335870748906
746,2006,559.4703226820924
746,2007,546.1325277468551
746,2008,552.4056355435266
746,2009,548.329631987351
746,2010,538.2867899567459
746,2011,527.0341106901451
746,2012,520.6284193968628
746,2013,512.1467040985684
714,1992,280.244113419913
714,1993,282.54193938652526
714,1994,288.04889564713534
714,1995,301.90184974500704
714,1996,303.24122779158387
714,1997,301.58059832257084
714,1998,295.5902392425188
714,1999,290.71043339422454
714,2000,286.9896450206355
714,2001,284.4013632680504
714,2002,281.27142616796544
714,2003,269.19606298827466
714,2004,266.3210812428581
714,2005,254.63567204180046
714,2006,250.30293807214863
714,2007,243.80812218654637
714,2008,241.47994183770479
714,2009,240.85716507924056
714,2010,239.81448074739066
714,2011,232.1364363066826
714,2012,231.4071867692347
714,2013,217.97370760091965
1352,1992,222.76904285998086
1352,1993,221.91898868603462
1352,1994,238.34954612654113
1352,1995,255.87536862513235
1352,1996,255.41585187157716
1352,1997,254.34853445863496
1352,1998,249.30768922925196
1352,1999,243.2335310558519
1352,2000,241.4858506114109
1352,2001,235.39037706850712
1352,2002,229.0854430515446
1352,2003,217.66835078092026
1352,2004,209.17035458525686
1352,2005,198.93841120288215
1352,2006,189.9243834579496
1352,2007,182.9870555736224
1352,2008,180.59117200206808
1352,2009,175.98931022884796
1352,2010,170.27378699702768
1352,2011,168.7786411264124
1352,2012,165.9070272827173
1352,2013,157.12195003685662
1416,1992,170.296942069461
1416,1993,170.76207565381756
1416,1994,177.42313658999086
1416,1995,182.76784598024136
1416,1996,182.65096854980683
1416,1997,180.53757140232085
1416,1998,182.92275769253882
1416,1999,180.33240471767022
1416,2000,182.1450912563569
1416,2001,179.76122325893888
1416,2002,174.8943270425192
1416,2003,170.94346720333283
1416,2004,165.15510050459517
1416,2005,158.77196288861188
1416,2006,152.73037942193707
1416,2007,147.5777744367683
1416,2008,146.80367075008223
1416,2009,144.07499891729097
1416,2010,139.92009134691412
1416,2011,135.4841889516153
1416,2012,133.5148852301582
1416,2013,123.87612058476438
1614,1992,316.66543872115403
1614,1993,318.64600614177925
1614,1994,331.9973402745318
1614,1995,355.28315943813374
1614,1996,351.230179788575
1614,1997,343.13371901159053
1614,1998,332.2480818722469
1614,1999,322.6940421634192
1614,2000,314.13522606888324
1614,2001,300.5068076913866
1614,2002,290.09290224455344
1614,2003,266.9585035576208
1614,2004,252.79842491282517
1614,2005,236.7960250017101
1614,2006,232.4243358794593
1614,2007,226.93959999464744
1614,2008,225.3036391438087
1614,2009,226.26421796368197
1614,2010,222.46965248448552
1614,2011,216.23567777851667
1614,2012,211.80185289269986
1614,2013,203.31271146391845
15,1992,331.81498003073426
15,1993,337.8954704231897
15,1994,348.2805922516877
15,1995,378.10837124315145
15,1996,374.1897244350629
15,1997,374.5393903435171
15,1998,367.33442622011864
15,1999,364.1820833303144
15,2000,352.46913244279267
15,2001,345.35084139008745
15,2002,329.2763197718501
15,2003,309.4463364192924
15,2004,294.20783351868204
15,2005,280.91054379334
15,2006,271.7915443546552
15,2007,261.65988898845984
15,2008,258.9063789248687
15,2009,255.5138877145106
15,2010,248.56428274195625
15,2011,248.31911130899408
15,2012,239.71927891550078
15,2013,229.801028769148
47,1992,295.17442147034853
47,1993,305.53900853490416
47,1994,316.1459055538808
47,1995,342.4504642952671
47,1996,340.3993486685977
47,1997,340.90059480745464
47,1998,334.6834475296519
47,1999,329.480023943955
47,2000,323.63855407572237
47,2001,314.6849791753396
47,2002,303.38917074765465
47,2003,284.498428525923
47,2004,274.5329400581929
47,2005,258.4622330779046
47,2006,248.27059455384207
47,2007,239.55169832778438
47,2008,236.73351853190502
47,2009,231.57836659428872
47,2010,227.58998862215344
47,2011,222.7005623616074
47,2012,218.76593776646575
47,2013,209.63289583255448
79,1992,858.0212112928494
79,1993,838.9894032657594
79,1994,820.9211928418824
79,1995,831.0111906510298
79,1996,813.1833169831182
79,1997,795.1263932101066
79,1998,771.261265222844
79,1999,740.3408513360039
79,2000,711.0559722285399
79,2001,668.0422090882554
79,2002,635.5956964389505
79,2003,599.5701255931463
79,2004,560.0156119319771
79,2005,539.8750941732701
79,2006,524.5975624508166
79,2007,509.71070214844826
79,2008,519.4840541309107
79,2009,513.9626846994884
79,2010,505.28605758401034
79,2011,496.5918238027487
79,2012,499.6557922347082
79,2013,487.52977000844453
911,1992,430.10174401151136
911,1993,438.1867275018207
911,1994,448.6569535562188
911,1995,462.38379389926615
911,1996,461.499059123841
911,1997,456.177918123688
911,1998,447.0839194566431
911,1999,437.364780725375
911,2000,426.07543389425365
911,2001,411.29499943498854
911,2002,397.0952557922403
911,2003,373.9942805413079
911,2004,365.99370899691473
911,2005,346.9350690219463
911,2006,336.34405615649945
911,2007,328.88427008097716
911,2008,325.2108629227705
911,2009,327.22510295588035
911,2010,317.6980513355499
911,2011,308.4640949489092
911,2012,302.50474738837545
911,2013,289.5169296378409
975,1992,585.6267060938063
975,1993,582.1797217911945
975,1994,571.5395882260515
975,1995,582.0789700991778
975,1996,567.3242004736601
975,1997,555.0857829203629
975,1998,544.2210777479052
975,1999,528.3845183686834
975,2000,509.8830943175658
975,2001,488.4803311540238
975,2002,465.0836666476273
975,2003,437.9735193392154
975,2004,409.9233943608092
975,2005,390.739690825739
975,2006,377.5746431400815
975,2007,369.0849526639611
975,2008,363.52894678588035
975,2009,364.0192528586408
975,2010,356.51703236479824
975,2011,345.3051931836844
975,2012,338.3647085559523
975,2013,329.5098082476813
972,1992,2803.7002419723813
972,1993,2679.1998211222694
972,1994,2476.9103634650537
972,1995,2213.3601369353582
972,1996,1983.116642862469
972,1997,1839.9109479695792
972,1998,1770.7353720958229
972,1999,1663.991467798403
972,2000,1542.9688689804568
972,2001,1414.1454147173213
972,2002,1315.2102253062758
972,2003,1203.8288887521048
972,2004,1139.24814265582
972,2005,1106.6444465739762
972,2006,1119.76505233083
972,2007,1187.8934915434415
972,2008,1212.746272936419
972,2009,1197.3704028943189
972,2010,1170.6127599828083
972,2011,1154.5042026630686
972,2012,1143.724367058614
972,2013,1145.663986894999
112,1992,86.00610060331911
112,1993,86.6040087098543
112,1994,88.60733415823952
112,1995,91.3851447807844
112,1996,90.97777683826996
112,1997,91.91601792446926
112,1998,91.50488915451972
112,1999,91.41906453469123
112,2000,90.50752068686975
112,2001,90.05520695783866
112,2002,89.52842451023994
112,2003,88.20126540924673
112,2004,87.15176730235059
112,2005,86.00275232013219
112,2006,84.34525200852707
112,2007,83.3883141781055
112,2008,82.50963776487727
112,2009,81.71416440249536
112,2010,80.82720381922205
112,2011,78.46948883620813
112,2012,77.80647636677253
112,2013,75.3762838617986
176,1992,840.2290162415151
176,1993,816.2783850628247
176,1994,830.955475336348
176,1995,825.4143846559645
176,1996,798.0749689081797
176,1997,772.3333695331295
176,1998,753.3990069723483
176,1999,723.057999628077
176,2000,705.7571928090938
176,2001,676.8961905446835
176,2002,638.0105060867373
176,2003,594.3931274646089
176,2004,564.1140538398964
176,2005,548.910416460855
176,2006,535.4748923471474
176,2007,514.5037651463988
176,2008,512.7217264859272
176,2009,512.0584161323435
176,2010,507.6398379933639
176,2011,496.4564840079332
176,2012,483.656490844262
176,2013,460.4680260749509
208,1992,183.62245918366003
208,1993,184.93968386480446
208,1994,195.42710020720372
208,1995,202.71918514156386
208,1996,203.2037863682032
208,1997,201.4342627218205
208,1998,203.3730227110301
208,1999,205.3145588111152
208,2000,202.60956868408988
208,2001,201.75275532280014
208,2002,199.1428285332921
208,2003,188.15883863517533
208,2004,186.6112696161937
208,2005,182.64760484870212
208,2006,176.09143604731256
208,2007,170.64660304523224
208,2008,168.36337483791254
208,2009,165.77975318775876
208,2010,160.3210199457821
208,2011,157.45275398430334
208,2012,152.2345257042942
208,2013,143.53116752790694
240,1992,1454.420473210817
240,1993,1406.3040405476602
240,1994,1369.4492074162085
240,1995,1355.9842698401567
240,1996,1298.8731845440873
240,1997,1271.4952264087553
240,1998,1248.7905313268968
240,1999,1206.492986849285
240,2000,1143.3271790170859
240,2001,1073.23391497895
240,2002,1011.2048663077251
240,2003,936.972699623969
240,2004,881.7619669127989
240,2005,855.7383006100214
240,2006,828.4109683804558
240,2007,822.4019597340442
240,2008,821.4043770219263
240,2009,809.5300529981728
240,2010,792.518264282196
240,2011,788.3778007768168
240,2012,782.3441497156319
240,2013,774.6987423903158
272,1992,277.4663006259581
272,1993,283.3584725450186
272,1994,295.02377639130424
272,1995,306.8831886993679
272,1996,305.48163582287395
272,1997,298.7251691460142
272,1998,294.0834923055149
272,1999,291.3063894422479
272,2000,284.62229867903267
272,2001,275.5230145315576
272,2002,264.3315478940984
272,2003,247.72763344291218
272,2004,233.75339216178625
272,2005,228.76560949246132
272,2006,223.75682957343534
272,2007,213.66873713803332
272,2008,211.760125177789
272,2009,210.6585166466567
272,2010,200.51512923495184
272,2011,198.89030766754243
272,2012,195.36381188235333
272,2013,185.62853457197718
304,1992,210.63345373308314
304,1993,215.2666562828217
304,1994,226.656084541467
304,1995,243.46680949139628
304,1996,242.02650012723012
304,1997,238.72819040280552
304,1998,239.19228722602114
304,1999,241.63177880911445
