PlaceID,Year,LandPrice
1387,1992,393.54926487610277
1387,1993,377.2943968874679
1387,1994,367.7556017366305
1387,1995,373.7969321255151
1387,1996,370.41185232132614
1387,1997,369.38439549455325
1387,1998,364.7087244275382
1387,1999,357.3370897007617
1387,2000,344.1409462662016
1387,2001,326.3009790015823
1387,2002,305.4178002377581
1387,2003,279.72475626805567
1387,2004,252.7974982888685
1387,2005,233.68291628151513
1387,2006,226.36918130965168
1387,2007,219.66005979595857
1387,2008,216.0164730235387
1387,2009,210.99817777983378
1387,2010,202.66848075212258
1387,2011,198.68214121206555
1387,2012,194.84556596621601
1387,2013,191.28786660738777
1419,1992,263.7920014686313
1419,1993,260.6210365655454
1419,1994,259.82958331539004
1419,1995,267.20123022850373
1419,1996,265.14877562667647
1419,1997,263.88522474718116
1419,1998,260.406419694233
1419,1999,257.55690247750783
1419,2000,253.57459522812948
1419,2001,248.58325610001148
1419,2002,242.91903076207475
1419,2003,237.50607240101047
1419,2004,230.89932843289893
1419,2005,223.6317688712711
1419,2006,214.267158901088
1419,2007,206.76507364994063
1419,2008,201.16536902190114
1419,2009,195.00160211314602
1419,2010,190.54915312354674
1419,2011,183.34331698147068
1419,2012,177.33622498813577
1419,2013,174.12673941429483
1451,1992,512.3045319203015
1451,1993,508.5099020948811
1451,1994,511.7784495070009
1451,1995,526.8728017595578
1451,1996,526.2586873624912
1451,1997,522.4874058003317
1451,1998,517.7406676687854
1451,1999,514.6131389561797
1451,2000,510.97958251699856
1451,2001,505.3882031312763
1451,2002,487.1178527156291
1451,2003,460.17371126948467
1451,2004,422.3773973654035
1451,2005,388.10996693916104
1451,2006,364.5620370127788
1451,2007,355.77880918308716
1451,2008,342.73059182662723
1451,2009,326.1794033367599
1451,2010,310.78597709817615
1451,2011,295.31043717074925
1451,2012,284.9262030767102
1451,2013,281.03427822975334
1483,1992,173.9527224038511
1483,1993,172.67087722126215
1483,1994,172.8070990431913
1483,1995,179.67683979428742
1483,1996,179.38950552113488
1483,1997,179.20443615668646
1483,1998,178.1837215248035
1483,1999,177.39963262353146
1483,2000,176.2203828915013
1483,2001,174.32875494237297
1483,2002,170.9491820045688
1483,2003,166.50924394710148
1483,2004,162.23227711231115
1483,2005,155.68359032217126
1483,2006,152.79296491843346
1483,2007,147.76094917124482
1483,2008,143.9617374979178
1483,2009,138.76442352410214
1483,2010,131.29888286830624
1483,2011,126.61754102674607
1483,2012,121.71541620798418
1483,2013,118.51255796911266
1515,1992,1243.7881682277389
1515,1993,1199.7915025657194
1515,1994,1167.780960841969
1515,1995,1168.8362228094666
1515,1996,1140.6511944730978
1515,1997,1124.591720304514
1515,1998,1090.877968967941
1515,1999,1027.1531807467804
1515,2000,960.907142741672
1515,2001,892.8727280620278
1515,2002,820.0668001569063
1515,2003,755.7432408617187
1515,2004,717.053882497859
1515,2005,693.6820238992367
1515,2006,690.6255589951992
1515,2007,691.4032908205086
1515,2008,682.8812261574956
1515,2009,671.4574045113042
1515,2010,653.3179940945679
1515,2011,633.7769542977283
1515,2012,615.8381204032087
1515,2013,604.1946579857192
1579,1992,1285.0564894238912
1579,1993,1243.8416908198185
1579,1994,1198.6644442663921
1579,1995,1205.8886735130566
1579,1996,1162.3696189761115
1579,1997,1138.2185001062628
1579,1998,1101.5091595015876
1579,1999,1042.762064597126
1579,2000,983.0953127046826
1579,2001,919.6575856853583
1579,2002,842.2049437891876
1579,2003,771.2524044485376
1579,2004,707.3286688887157
1579,2005,674.3351255479267
1579,2006,657.3148188352804
1579,2007,649.3333776784181
1579,2008,642.698938038515
1579,2009,623.9339466107593
1579,2010,607.0608892328328
1579,2011,584.953077108458
1579,2012,556.8414177121222
1579,2013,549.9425676453386
1643,1992,417.01987131338694
1643,1993,418.9093832304924
1643,1994,413.7695851858938
1643,1995,433.4222162228616
1643,1996,432.269085519052
1643,1997,430.3389682979324
1643,1998,428.22887846427426
1643,1999,425.53898844032335
1643,2000,418.7991172762574
1643,2001,411.8051058094073
1643,2002,402.71771122330335
1643,2003,385.09927296942715
1643,2004,364.79819488493
1643,2005,348.72857395280846
1643,2006,335.4662277786953
1643,2007,330.938239123397
1643,2008,327.71282254106745
1643,2009,320.92051176363594
1643,2010,312.4898639171088
1643,2011,304.1538503421333
1643,2012,297.06780185527765
1643,2013,292.9122517614611
12,1992,464.9423378317098
12,1993,455.0682830928431
12,1994,454.19275867216345
12,1995,461.90524640591906
12,1996,459.1030205418375
12,1997,456.14519012822393
12,1998,452.4904300044511
12,1999,448.86433015848377
12,2000,444.6762777574808
12,2001,439.0885632151274
12,2002,425.3742169716803
12,2003,406.97363973390077
12,2004,382.573765080175
12,2005,353.9736249668206
12,2006,331.27336700669133
12,2007,321.8802501776655
12,2008,314.6141830930068
12,2009,301.05930381475605
12,2010,286.9310052036109
12,2011,270.1383786143842
12,2012,258.0932355753036
12,2013,256.98717795666096
778,1992,2068.3966163857235
778,1993,1854.9482647565005
778,1994,1707.415260154653
778,1995,1658.0125980297048
778,1996,1565.205807717349
